Date,Symbol,Order,Shares
2016-04-27,FGG,BUY,9049.77375566
2016-04-29,FGG,SELL,9049.77375566
2016-06-05,FGG,BUY,9743.73964728
2016-06-12,FGG,SELL,9743.73964728
