Date,Symbol,Order,Shares
2015-11-29,PGF,SELL,9615.38461538
2015-12-04,PGF,BUY,9615.38461538
2016-03-26,PGF,SELL,10205.1229717
2016-04-01,PGF,BUY,10205.1229717
2016-04-16,PGF,SELL,11173.1843575
2016-04-18,PGF,BUY,11173.1843575
2016-04-20,PGF,SELL,11173.1843575
2016-04-22,PGF,BUY,11173.1843575
2016-04-27,PGF,SELL,11049.7237569
2016-04-29,PGF,BUY,11049.7237569
2016-06-25,PGF,SELL,10205.1229717
