,ALF,AUI,WHF,DJW,DUI,HHV,AGF,TGG,BKI,PGF,FGG,Cash,TotalValue,Adj Close_ALF,Adj Close_AUI,Adj Close_WHF,Adj Close_DJW,Adj Close_DUI,Adj Close_HHV,Adj Close_AGF,Adj Close_TGG,Adj Close_BKI,Adj Close_PGF,Adj Close_FGG
2015-04-11,0.0,-1092.932008689999,-1960.7843137300003,2702.7027027,-9.998984751291573e-09,-7198.387561190002,-6603.27522451,0.0,0.0,0,0,84409.89665892583,59371.06738755014,1.315,8.49,4.88,4.61,3.65,1.27,1.44,1.47,1.75,1.08,1.055
2015-04-12,0.0,1.0001031114370562e-08,-1960.7843137300003,0.0,-2739.726027409999,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,78838.91659703548,59270.28914607149,1.315,8.49,4.88,4.61,3.65,1.27,1.44,1.47,1.75,1.08,1.055
2015-04-13,0.0,1.0001031114370562e-08,-1960.7843137300003,0.0,-2739.726027409999,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,78838.91659703548,57852.34662659919,1.315,9.14,5.17,3.7,3.96,1.3892,1.5144,1.557,1.78,0.9799,1.055
2015-04-14,0.0,1.0001031114370562e-08,-1960.7843137300003,0.0,-2739.726027409999,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,78838.91659703548,57852.34662659919,1.3,9.14,5.17,3.7,3.96,1.3892,1.8,1.557,1.78,0.9799,1.055
2015-04-15,0.0,-1183.431952649999,-1960.7843137300003,2702.7027027,-2739.726027409999,-7033.8327354600015,0.0,0.0,0.0,0,0,88778.91659702602,57792.34662659235,1.305,8.45,5.17,3.7,3.96,1.4217,1.8,1.557,1.78,0.9799,1.055
2015-04-16,7722.00772201,-1183.431952649999,-1960.7843137300003,2702.7027027,-2739.726027409999,-7033.8327354600015,-5555.55555556,0.0,0.0,0,0,88738.91659703106,56935.77857926383,1.295,9.14,5.17,3.7,3.96,1.4217,1.8,1.557,1.78,0.9799,1.055
2015-04-17,7722.00772201,1.0001031114370562e-08,-1960.7843137300003,2702.7027027,-2739.726027409999,-7033.8327354600015,-5555.55555556,0.0,0.0,0,0,77900.71541362403,56898.24296123971,1.29,9.14,5.17,3.7,3.96,1.2842,1.97,1.557,1.78,0.9799,1.055
2015-04-18,7722.00772201,-1094.0919037099989,-1960.7843137300003,2702.7027027,-9.998984751291573e-09,-1.8189894035458565e-12,-5555.55555556,0.0,0.0,0,0,67958.78802010833,56838.47863510494,1.29,9.14,5.17,3.7,3.96,1.2842,1.97,1.557,1.78,0.9799,1.055
2015-04-19,7722.00772201,-1094.0919037099989,-1960.7843137300003,2702.7027027,-9.998984751291573e-09,-1.8189894035458565e-12,-5555.55555556,0.0,0.0,0,0,67958.78802010833,56838.47863510494,1.29,9.14,5.17,3.7,3.96,1.2842,1.97,1.557,1.78,0.9799,1.055
2015-04-20,7722.00772201,-1094.0919037099989,-1960.7843137300003,2702.7027027,-9.998984751291573e-09,-1.8189894035458565e-12,-5555.55555556,0.0,0.0,0,0,67958.78802010833,56684.03848066474,1.27,9.14,5.17,3.7,3.96,1.2842,1.97,1.557,1.78,0.9799,1.055
2015-04-21,7722.00772201,-1094.0919037099989,-1960.7843137300003,2702.7027027,-9.998984751291573e-09,-1.8189894035458565e-12,-5555.55555556,0.0,0.0,0,0,67958.78802010833,63179.45589576124,1.27,8.44,4.85,4.56,3.57,1.22,1.47,1.46,1.76,1.055,1.055
2015-04-22,7722.00772201,-1094.0919037099989,-1960.7843137300003,2702.7027027,-9.998984751291573e-09,-1.8189894035458565e-12,-5555.55555556,0.0,0.0,0,0,67958.78802010833,56684.03848066474,1.27,9.14,5.17,3.7,3.96,1.3647,1.97,1.557,1.78,0.9799,1.055
2015-04-23,7722.00772201,1.0001031114370562e-08,-4.547473508864641e-13,0.0,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,46683.59194163396,56606.371864468616,1.285,9.14,5.17,3.7,3.96,1.3647,1.99,1.557,1.78,0.9799,1.055
2015-04-24,7722.00772201,-1094.0919037099989,-1934.2359767900004,2702.7027027,-2525.252525259999,-7327.617791460002,-5025.12562814,0.0,0.0,0,0,86563.59194164314,56370.5417486385,1.27,9.14,5.17,3.7,3.96,1.3647,1.99,1.557,1.78,0.9799,1.055
2015-04-25,7722.00772201,-1094.0919037099989,-1934.2359767900004,2702.7027027,-2525.252525259999,-7327.617791460002,-5025.12562814,0.0,0.0,0,0,86563.59194164314,56370.5417486385,1.27,9.14,5.17,3.7,3.96,1.3647,1.99,1.557,1.78,0.9799,1.055
2015-04-26,7722.00772201,-1094.0919037099989,-1934.2359767900004,2702.7027027,-2525.252525259999,-7327.617791460002,-5025.12562814,0.0,0.0,0,0,86563.59194164314,56370.5417486385,1.27,9.14,5.17,3.7,3.96,1.3647,1.99,1.557,1.78,0.9799,1.055
2015-04-27,7722.00772201,-1094.0919037099989,-1934.2359767900004,2702.7027027,-9.998984751291573e-09,-1.8189894035458565e-12,-5025.12562814,0.0,0.0,0,0,66523.5919416477,56330.54174863851,1.27,9.14,5.17,3.7,3.96,1.3647,1.99,1.557,1.78,0.9799,1.055
2015-04-28,7722.00772201,-1094.0919037099989,-1934.2359767900004,2702.7027027,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,56503.5919416491,56387.761825858615,1.28,9.14,5.17,3.7,3.96,1.3647,1.99,1.557,1.78,0.9799,1.055
2015-04-29,7722.00772201,-1094.0919037099989,-1934.2359767900004,2702.7027027,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,56503.5919416491,56426.37186446866,1.285,9.14,5.17,3.7,3.96,1.36,1.99,1.557,1.78,0.9799,1.055
2015-04-30,7722.00772201,-1094.0919037099989,-1934.2359767900004,2702.7027027,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,56503.5919416491,56686.96610141111,1.27,8.98,5.01,3.66,3.9,1.3306,2.04,1.575,1.73,1.2284,1.055
2015-05-01,7722.00772201,-1094.0919037099989,-1934.2359767900004,2702.7027027,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,56503.5919416491,56426.37186446866,1.285,9.14,5.17,3.7,3.96,1.3568,2.06,1.557,1.78,0.9799,1.055
2015-05-02,7722.00772201,1.0001031114370562e-08,-4.547473508864641e-13,2702.7027027,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,36463.591941643994,56386.37186446865,1.285,9.14,5.17,3.7,3.96,1.3568,2.06,1.557,1.78,0.9799,1.055
2015-05-03,7722.00772201,1.0001031114370562e-08,-4.547473508864641e-13,2702.7027027,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,36463.591941643994,56386.37186446865,1.285,9.14,5.17,3.7,3.96,1.3568,2.06,1.557,1.78,0.9799,1.055
2015-05-04,7722.00772201,1.0001031114370562e-08,-4.547473508864641e-13,2702.7027027,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,36463.591941643994,56316.8737949707,1.29,9.14,5.17,3.66,3.96,1.3568,2.06,1.557,1.78,0.9799,1.055
2015-05-05,7722.00772201,1.0001031114370562e-08,-4.547473508864641e-13,2702.7027027,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,36463.591941643994,56162.43364053051,1.27,9.14,5.17,3.66,3.96,1.3306,2.06,1.557,1.78,0.9799,1.055
2015-05-06,7722.00772201,1.0001031114370562e-08,-4.547473508864641e-13,2702.7027027,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,36463.591941643994,56162.43364053051,1.27,9.14,5.17,3.66,3.96,1.3306,2.06,1.557,1.73,0.9799,1.055
2015-05-07,7722.00772201,1.0001031114370562e-08,-4.547473508864641e-13,2702.7027027,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,36463.591941643994,56162.4336405295,1.27,8.98,5.17,3.66,3.9,1.3306,2.06,1.557,1.73,0.9799,1.055
2015-05-08,7722.00772201,1.0001031114370562e-08,-4.547473508864641e-13,2702.7027027,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,36463.591941643994,56162.4336405295,1.27,8.98,5.17,3.66,3.9,1.3306,2.06,1.575,1.73,0.9799,1.055
2015-05-09,7722.00772201,1.0001031114370562e-08,-4.547473508864641e-13,2702.7027027,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,36463.591941643994,56162.4336405295,1.27,8.98,5.17,3.66,3.9,1.3306,2.06,1.575,1.73,0.9799,1.055
2015-05-10,7722.00772201,1.0001031114370562e-08,-4.547473508864641e-13,2702.7027027,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,36463.591941643994,56162.4336405295,1.27,8.98,5.17,3.66,3.9,1.3306,2.06,1.575,1.73,0.9799,1.055
2015-05-11,7722.00772201,1.0001031114370562e-08,-4.547473508864641e-13,2702.7027027,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,36463.591941643994,56162.4336405295,1.27,8.98,5.17,3.66,3.9,1.3306,2.06,1.575,1.73,0.9799,1.055
2015-05-12,7722.00772201,1.0001031114370562e-08,-4.547473508864641e-13,2702.7027027,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,36463.591941643994,56046.60352469935,1.255,8.98,5.01,3.66,3.9,1.3347,2.06,1.575,1.73,0.9799,1.055
2015-05-13,7722.00772201,1.0001031114370562e-08,-4.547473508864641e-13,2702.7027027,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,36463.591941643994,56085.2135633094,1.26,8.98,5.01,3.66,3.9,1.3347,2.06,1.575,1.73,0.9799,1.055
2015-05-14,7722.00772201,1.0001031114370562e-08,-4.547473508864641e-13,2702.7027027,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,36463.591941643994,56123.82360191945,1.265,8.98,5.01,3.66,3.9,1.3347,2.03,1.575,1.73,0.9799,1.055
2015-05-15,7722.00772201,1.0001031114370562e-08,-4.547473508864641e-13,2702.7027027,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,36463.591941643994,56007.993486089304,1.25,8.98,5.01,3.66,3.9,1.3347,2.03,1.575,1.73,0.9799,1.055
2015-05-16,7722.00772201,1.0001031114370562e-08,-4.547473508864641e-13,2702.7027027,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,36463.591941643994,56007.993486089304,1.25,8.98,5.01,3.66,3.9,1.3347,2.03,1.575,1.73,0.9799,1.055
2015-05-17,7722.00772201,1.0001031114370562e-08,-4.547473508864641e-13,2702.7027027,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,36463.591941643994,56007.993486089304,1.25,8.98,5.01,3.66,3.9,1.3347,2.03,1.575,1.73,0.9799,1.055
2015-05-18,7722.00772201,1.0001031114370562e-08,-4.547473508864641e-13,2702.7027027,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,36463.591941643994,56007.993486089304,1.25,8.98,5.01,3.66,3.9,1.3347,2.03,1.575,1.73,0.9799,1.055
2015-05-19,7722.00772201,1.0001031114370562e-08,-4.547473508864641e-13,2702.7027027,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,36463.591941643994,56085.2135633094,1.26,8.98,5.01,3.66,3.9,1.3347,2.03,1.575,1.73,0.9799,1.055
2015-05-20,7722.00772201,1.0001031114370562e-08,-4.547473508864641e-13,2702.7027027,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,36463.591941643994,55930.7734088692,1.24,8.98,5.01,3.66,3.9,1.3829,2.03,1.575,1.73,0.9799,1.055
2015-05-21,7722.00772201,1.0001031114370562e-08,-4.547473508864641e-13,2702.7027027,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,36463.591941643994,56046.60352469325,1.255,8.37,4.8243,3.66,3.9,1.3829,2.03,1.575,1.73,0.9799,1.055
2015-05-22,7722.00772201,1.0001031114370562e-08,-4.547473508864641e-13,2702.7027027,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,36463.591941643994,58498.3409764281,1.24,8.37,4.54,4.61,3.9,1.3829,1.98,1.575,1.69,0.9799,1.055
2015-05-23,7722.00772201,1.0001031114370562e-08,-4.547473508864641e-13,2702.7027027,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,36463.591941643994,58498.3409764281,1.24,8.37,4.54,4.61,3.9,1.3829,1.98,1.575,1.69,0.9799,1.055
2015-05-24,7722.00772201,1.0001031114370562e-08,2202.6431718099993,0.0,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,38878.132482154666,58453.422057509175,1.24,8.37,4.54,4.61,3.9,1.3829,1.98,1.575,1.69,0.9799,1.055
2015-05-25,7722.00772201,1200.480192090001,2202.6431718099993,0.0,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,28858.13248212821,58526.97060920727,1.235,8.33,4.6,4.65,3.9,1.3829,1.98,1.575,1.7,0.9799,1.055
2015-05-26,7722.00772201,1200.480192090001,-4.547473508864641e-13,0.0,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,39463.091512983665,59818.693213205275,1.24,8.98,4.8243,3.66,3.9,1.4061,1.98,1.575,1.73,0.9799,1.055
2015-05-27,7722.00772201,1200.480192090001,-4.547473508864641e-13,0.0,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,39463.091512983665,59818.693213205275,1.24,8.98,4.8243,3.66,3.9,1.4061,1.98,1.575,1.73,0.9799,1.055
2015-05-28,7722.00772201,-1113.585746089999,-2072.8395829400006,2732.24043716,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,60161.84301356223,59621.30247312545,1.225,8.98,4.8243,3.66,3.9,1.4061,1.98,1.575,1.73,0.9799,1.055
2015-05-29,7722.00772201,-1113.585746089999,-2072.8395829400006,2732.24043716,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,60161.84301356223,59659.9125117355,1.23,8.98,4.8243,3.66,3.9,1.4061,1.98,1.575,1.73,1.2892,1.055
2015-05-30,7722.00772201,-1113.585746089999,-2072.8395829400006,2732.24043716,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,60161.84301356223,59659.9125117355,1.23,8.98,4.8243,3.66,3.9,1.4061,1.98,1.575,1.73,1.2892,1.055
2015-05-31,7722.00772201,-1113.585746089999,-2072.8395829400006,0.0,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,70141.84301356782,59639.912511735485,1.23,8.98,4.8243,3.66,3.9,1.4061,1.98,1.575,1.73,1.2892,1.055
2015-06-01,7722.00772201,-1113.585746089999,-2072.8395829400006,0.0,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,70141.84301356782,59446.862318685235,1.205,8.98,4.8243,3.67,3.9,1.4061,1.98,1.575,1.73,0.9799,1.055
2015-06-02,7722.00772201,-1113.585746089999,-2072.8395829400006,0.0,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,70141.84301356782,59331.03220285509,1.19,8.98,4.8243,3.67,3.9,1.4061,1.98,1.575,1.73,0.9799,1.055
2015-06-03,7722.00772201,-1113.585746089999,-2072.8395829400006,0.0,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,70141.84301356782,59369.64224146514,1.195,8.98,4.8243,3.67,3.9,1.412,1.98,1.575,1.73,0.9799,1.055
2015-06-04,0.0,-1113.585746089999,-2072.8395829400006,0.0,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,79119.98973171719,59119.98973181255,1.165,8.98,4.8243,3.67,3.9,1.412,2.3026,1.575,1.73,0.9799,1.055
2015-06-05,0.0,-1113.585746089999,-2072.8395829400006,0.0,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,79119.98973171719,60504.57386224699,1.18,8.21,4.57,4.66,3.55,1.18,1.73,1.38,1.705,1.045,1.055
2015-06-06,0.0,-1113.585746089999,-2072.8395829400006,0.0,-9.998984751291573e-09,-1.8189894035458565e-12,-5780.34682081,0.0,0.0,0,0,89099.98973171848,60484.57386224698,1.18,8.21,4.57,4.66,3.55,1.18,1.73,1.38,1.705,1.045,1.055
2015-06-07,8474.57627119,1218.0267966000008,-2072.8395829400006,0.0,-9.998984751291573e-09,-1.8189894035458565e-12,-5780.34682081,0.0,0.0,0,0,59899.1656782784,60426.288784296004,1.18,8.21,4.57,4.66,3.55,1.18,1.73,1.38,1.705,1.045,1.055
2015-06-08,8474.57627119,1218.0267966000008,-2072.8395829400006,0.0,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,49879.165678277095,60406.288784296004,1.18,8.21,4.57,4.66,3.55,1.18,1.73,1.38,1.705,1.045,1.055
2015-06-09,8474.57627119,1218.0267966000008,-2072.8395829400006,0.0,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,49879.165678277095,60520.43614224121,1.145,8.98,4.8243,3.67,3.9,1.412,2.3026,1.575,1.73,0.9799,1.055
2015-06-10,8474.57627119,1.0000803740695119e-08,-2072.8395829400006,0.0,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,60758.702828098634,60589.2113027521,1.16,8.95,4.8243,3.67,3.9,1.4292,2.3026,1.6030000000000002,1.73,0.9799,1.055
2015-06-11,8474.57627119,-1117.3184357399991,-2072.8395829400006,2724.79564033,-2564.102564109999,-6996.921354600002,-4342.91670286,-6238.30318153,0.0,0,0,100638.70282803246,60045.48248919268,1.11,8.95,4.8243,3.67,3.9,1.4292,2.3026,1.6030000000000002,1.73,0.9799,1.055
2015-06-12,8474.57627119,-1117.3184357399991,-2072.8395829400006,2724.79564033,-2564.102564109999,-6996.921354600002,-4342.91670286,-6238.30318153,0.0,0,0,100638.70282803246,60186.09479195291,1.15,8.95,4.92,3.67,3.9,1.4292,2.3026,1.6030000000000002,1.73,0.9799,1.055
2015-06-13,8474.57627119,-1117.3184357399991,-2072.8395829400006,2724.79564033,-2564.102564109999,-6996.921354600002,-4342.91670286,-6238.30318153,0.0,0,0,100638.70282803246,60186.09479195291,1.15,8.95,4.92,3.67,3.9,1.4292,2.3026,1.6030000000000002,1.73,0.9799,1.055
2015-06-14,0.0,1.0000803740695119e-08,-2072.8395829400006,2724.79564033,-9.998984751291573e-09,-6996.921354600002,0.0,-6238.30318153,0.0,0,0,80304.97401451936,60106.60326652926,1.15,8.95,4.92,3.67,3.9,1.4292,2.3026,1.6030000000000002,1.73,0.9799,1.055
2015-06-15,0.0,1.0000803740695119e-08,-2072.8395829400006,2724.79564033,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,-6238.30318153,0.0,0,0,70284.97401452505,60086.603266529266,1.145,8.95,4.92,3.67,3.9,1.4292,2.3026,1.6030000000000002,1.73,0.9799,1.055
2015-06-16,0.0,1.0000803740695119e-08,-2072.8395829400006,2724.79564033,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,-6238.30318153,0.0,0,0,70284.97401452505,60136.14413256153,1.16,8.95,4.8961,3.67,3.9,1.4223,2.3026,1.6030000000000002,1.73,0.9799,1.055
2015-06-17,0.0,1.0000803740695119e-08,-2072.8395829400006,2724.79564033,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,-6238.30318153,0.0,0,0,70284.97401452505,60136.14413256153,1.15,8.95,4.8961,3.67,3.9,1.4223,2.3026,1.6030000000000002,1.73,0.9799,1.055
2015-06-18,0.0,1.0000803740695119e-08,-2072.8395829400006,2724.79564033,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,-6238.30318153,0.0,0,0,70284.97401452505,60136.14413256153,1.16,8.95,4.8961,3.67,3.9,1.4223,2.27,1.6030000000000002,1.73,0.9799,1.055
2015-06-19,0.0,1.0000803740695119e-08,-4.547473508864641e-13,2724.79564033,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,-6238.30318153,0.0,0,0,60115.84647272846,60115.84647279748,1.15,8.95,4.8961,3.67,3.9,1.4223,2.27,1.6030000000000002,1.73,0.9799,1.055
2015-06-20,0.0,1.0000803740695119e-08,-4.547473508864641e-13,2724.79564033,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,-6238.30318153,0.0,0,0,60115.84647272846,60115.84647279748,1.15,8.95,4.8961,3.67,3.9,1.4223,2.27,1.6030000000000002,1.73,0.9799,1.055
2015-06-21,0.0,1.0000803740695119e-08,-4.547473508864641e-13,2724.79564033,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,-6238.30318153,0.0,0,0,60115.84647272846,60115.84647279748,1.15,8.95,4.8961,3.67,3.9,1.4223,2.27,1.6030000000000002,1.73,0.9799,1.055
2015-06-22,0.0,1.0000803740695119e-08,-4.547473508864641e-13,2724.79564033,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,-6238.30318153,0.0,0,0,60115.84647272846,60115.84647279748,1.15,8.95,4.8961,3.67,3.9,1.4223,2.27,1.6030000000000002,1.73,0.9799,1.055
2015-06-23,0.0,1.0000803740695119e-08,-4.547473508864641e-13,2724.79564033,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,-6238.30318153,0.0,0,0,60115.84647272846,60115.84647279748,1.16,8.95,4.8961,3.67,3.9,1.4234,2.27,1.6030000000000002,1.73,0.9799,1.055
2015-06-24,0.0,1.0000803740695119e-08,-4.547473508864641e-13,2724.79564033,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,-6238.30318153,0.0,0,0,60115.84647272846,60115.84647279748,1.165,8.95,4.8961,3.67,3.9,1.4234,2.27,1.6030000000000002,1.73,0.9799,1.055
2015-06-25,0.0,1.0000803740695119e-08,-4.547473508864641e-13,2724.79564033,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,-6238.30318153,0.0,0,0,60115.84647272846,60115.84647279748,1.205,8.95,4.8961,3.67,3.9,1.4234,2.08,1.6030000000000002,1.73,1.05,1.055
2015-06-26,0.0,1.0000803740695119e-08,-4.547473508864641e-13,2724.79564033,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,-6238.30318153,0.0,0,0,60115.84647272846,60115.84647279748,1.24,8.95,4.8961,3.67,3.9,1.4234,2.08,1.6030000000000002,1.73,1.2218,1.055
2015-06-27,0.0,1.0000803740695119e-08,-4.547473508864641e-13,2724.79564033,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,-6238.30318153,0.0,0,0,60115.84647272846,60115.84647279748,1.24,8.95,4.8961,3.67,3.9,1.4234,2.08,1.6030000000000002,1.73,1.2218,1.055
2015-06-28,0.0,1.0000803740695119e-08,-4.547473508864641e-13,2724.79564033,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,-6238.30318153,0.0,0,0,60115.84647272846,60115.84647279748,1.24,8.95,4.8961,3.67,3.9,1.4234,2.08,1.6030000000000002,1.73,1.2218,1.055
2015-06-29,0.0,1.0000803740695119e-08,-4.547473508864641e-13,2724.79564033,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,-6238.30318153,0.0,0,0,60115.84647272846,60115.84647279748,1.22,8.95,4.8961,3.67,3.9,1.4234,2.08,1.6030000000000002,1.73,0.9799,1.055
2015-06-30,8130.08130081,1.0000803740695119e-08,-4.547473508864641e-13,2724.79564033,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,-6238.30318153,0.0,0,0,50095.84647273217,60329.672354442475,1.23,8.42,4.66,3.52,3.68,1.3962,1.93,1.5,1.65,1.2218,1.055
2015-07-01,8130.08130081,1.0000803740695119e-08,-4.547473508864641e-13,2724.79564033,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,-6238.30318153,0.0,0,0,50095.84647273217,60339.748911821785,1.26,8.95,4.8961,3.67,3.9,1.4325,2.08,1.6030000000000002,1.73,0.9799,1.055
2015-07-02,8130.08130081,1.0000803740695119e-08,-4.547473508864641e-13,2724.79564033,2564.102564090001,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,30055.84647274961,60175.58241130067,1.295,8.95,4.8961,3.52,3.9,1.4325,1.83,1.6030000000000002,1.73,0.9799,1.055
2015-07-03,8130.08130081,-1117.3184357399991,-2042.4419435900004,0.0,2564.102564090001,-1.8189894035458565e-12,0.0,-7797.87897692,0.0,0,0,69567.94456537903,60055.749443488734,1.29,8.95,4.8961,3.52,3.9,1.4325,1.83,1.2824,1.73,0.9799,1.055
2015-07-04,0.0,-1117.3184357399991,-2042.4419435900004,0.0,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,-7797.87897692,0.0,0,0,90014.77383365786,60014.77383373266,1.29,8.95,4.8961,3.52,3.9,1.4325,1.83,1.2824,1.73,0.9799,1.055
2015-07-05,0.0,-1117.3184357399991,-2042.4419435900004,0.0,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,-7797.87897692,0.0,0,0,90014.77383365786,60014.77383373266,1.29,8.95,4.8961,3.52,3.9,1.4325,1.83,1.2824,1.73,0.9799,1.055
2015-07-06,7812.5,-1117.3184357399991,-2042.4419435900004,0.0,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,-7797.87897692,0.0,0,0,79994.77383365786,59994.77383373267,1.28,8.95,4.8961,3.52,3.9,1.4325,1.83,1.2824,1.65,0.9799,1.055
2015-07-07,7812.5,-1117.3184357399991,-2042.4419435900004,0.0,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,69974.77383365565,60013.83633373266,1.285,8.95,4.8961,3.52,3.9,1.3962,1.83,1.2824,1.65,0.9799,1.055
2015-07-08,7812.5,-1117.3184357399991,-2042.4419435900004,0.0,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,69974.77383365565,60606.01510467706,1.285,8.42,4.8961,3.52,3.68,1.3962,1.83,1.2824,1.65,0.9799,1.055
2015-07-09,7812.5,-1117.3184357399991,-2042.4419435900004,0.0,-9.998984751291573e-09,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,69974.77383365565,60684.14010467706,1.295,8.42,4.8961,3.52,3.68,1.3962,1.78,1.2824,1.65,0.9799,1.055
2015-07-10,7812.5,1.0000803740695119e-08,-2042.4419435900004,0.0,2717.391304340001,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,50528.136962174605,60645.32446221902,1.295,8.42,4.8961,3.52,3.68,1.3962,1.78,1.2,1.65,0.9799,1.055
2015-07-11,7812.5,1.0000803740695119e-08,-2042.4419435900004,0.0,2717.391304340001,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,50528.136962174605,60645.32446221902,1.295,8.42,4.8961,3.52,3.68,1.3962,1.78,1.2,1.65,0.9799,1.055
2015-07-12,7812.5,1.0000803740695119e-08,-2042.4419435900004,0.0,2717.391304340001,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,50528.136962174605,60645.32446221902,1.295,8.42,4.8961,3.52,3.68,1.3962,1.78,1.2,1.65,0.9799,1.055
2015-07-13,7812.5,1.0000803740695119e-08,-2042.4419435900004,0.0,2717.391304340001,-1.8189894035458565e-12,0.0,0.0,0.0,0,0,50528.136962174605,61088.48250510061,1.29,8.42,4.66,3.52,3.68,1.3962,1.78,1.2,1.65,0.9799,1.055
